symbol,type,strike,cycle,from,to,multiple,start,end,bars,dte_at_low,stock_1h_before,moneyness_at_low
BEL,CALL,405.0,202510,4.65,14.2,3.0537634408602146,2025-09-26 09:45:00,2025-10-01 12:00:00,11,34,0.7825114892559881,0.17283950617283939
RELIANCE,CALL,1360.0,202604,15.4,47.0,3.051948051948052,2026-03-27 11:15:00,2026-04-01 13:30:00,1,34,-0.8430845264917552,0.3161764705882364
ASIANPAINT,CALL,2360.0,202510,18.4,55.8,3.032608695652174,2025-09-26 10:30:00,2025-09-30 15:15:00,9,34,-0.23662638384179813,0.04237288135593431
RBLBANK,CALL,255.0,202507,3.3,10.0,3.0303030303030303,2025-07-04 09:15:00,2025-07-07 15:00:00,13,27,0.23155416012556884,-0.4980392156862745
DIVISLAB,CALL,6450.0,202601,55.0,166.25,3.022727272727273,2025-12-26 14:00:00,2025-12-31 09:15:00,1,34,-0.18575851393188847,-0.031007751937983663
DIVISLAB,CALL,6000.0,202604,73.9,223.05,3.0182679296346415,2026-03-27 10:30:00,2026-04-01 12:30:00,13,34,0.31664027997666544,0.3249999999999975
LUPIN,CALL,2020.0,202511,3.0,9.05,3.016666666666667,2025-11-25 09:30:00,2025-11-25 10:45:00,1,2,0.9253238633521788,-0.10891089108910901
HAL,CALL,4800.0,202510,54.25,163.6,3.015668202764977,2025-09-26 10:15:00,2025-10-01 10:15:00,6,34,0.19859935193895506,-0.14583333333333393
GRASIM,CALL,2700.0,202511,4.0,12.05,3.0125,2025-11-25 12:30:00,2025-11-25 13:45:00,5,2,0.5592007157769086,-0.09629629629629433
WIPRO,CALL,250.0,202507,0.15,0.45,3.0,2025-07-31 13:45:00,2025-07-31 14:00:00,1,0,-0.08017638805370986,-0.30000000000000027
ICICIBANK,CALL,1340.0,202601,2.85,8.55,3.0,2026-01-27 10:45:00,2026-01-27 11:45:00,3,2,-0.09726898615787238,-0.3582089552238821
SAIL,CALL,158.0,202602,1.0,3.0,3.0,2026-02-20 10:30:00,2026-02-20 15:15:00,9,6,1.2427930813581067,0.025316455696189344
BEL,CALL,410.0,202506,0.3,0.9,3.0,2025-06-26 13:30:00,2025-06-26 14:45:00,5,0,-0.09802720254871167,-0.5731707317073176
BEL,CALL,255.0,202502,0.25,0.75,3.0,2025-02-27 11:45:00,2025-02-27 13:30:00,6,0,-0.4718836020448314,-0.7450980392156858
